category,question,answer,original_question
Historique,j'aimerais connaître quel context ifoad été créé,"Plan stratégique de l'Université Thomas Sankara (UTS):La création de l'IFOAD s'inscrit directement dans le Plan stratégique 2013-2020 de l'Université Thomas Sankara (UTS) (qui était alors l'Université Ouaga II).
 Axe stratégique : L'objectif était de mettre en œuvre l'axe 2 du plan, consacré à l'amélioration de la qualité des programmes d'enseignement et à la mise en place du système LMD (Licence-Master-Doctorat). ",dans quel context l'ifoad a été créé
Historique,quels sont objectifs principaux ifoad !,"1.Développement et diversification de l'offre de formation de l'UTS : L'IFOAD a permis d'élargir les possibilités de formation à distance.
 2. Accroissement de l'autofinancement de l'UTS : Le modèle de l'IFOAD devait contribuer à augmenter les ressources financières de l'université.
 3. Augmentation de la capacité d'accueil : En proposant des formations en ligne, l'IFOAD a aidé à accueillir davantage de nouveaux bacheliers. ",quels sont les objectifs principaux de l'ifoad 
Historique,énumère sont objectifs principaux ifoad,"1.Développement et diversification de l'offre de formation de l'UTS : L'IFOAD a permis d'élargir les possibilités de formation à distance.
 2. Accroissement de l'autofinancement de l'UTS : Le modèle de l'IFOAD devait contribuer à augmenter les ressources financières de l'université.
 3. Augmentation de la capacité d'accueil : En proposant des formations en ligne, l'IFOAD a aidé à accueillir davantage de nouveaux bacheliers. ",quels sont les objectifs principaux de l'ifoad 
Historique,je veux savoir quels sont objectifs principaux ifoad,"1.Développement et diversification de l'offre de formation de l'UTS : L'IFOAD a permis d'élargir les possibilités de formation à distance.
 2. Accroissement de l'autofinancement de l'UTS : Le modèle de l'IFOAD devait contribuer à augmenter les ressources financières de l'université.
 3. Augmentation de la capacité d'accueil : En proposant des formations en ligne, l'IFOAD a aidé à accueillir davantage de nouveaux bacheliers. ",quels sont les objectifs principaux de l'ifoad 
Historique,donne moi les sont objectifs principaux ifoad,"1.Développement et diversification de l'offre de formation de l'UTS : L'IFOAD a permis d'élargir les possibilités de formation à distance.
 2. Accroissement de l'autofinancement de l'UTS : Le modèle de l'IFOAD devait contribuer à augmenter les ressources financières de l'université.
 3. Augmentation de la capacité d'accueil : En proposant des formations en ligne, l'IFOAD a aidé à accueillir davantage de nouveaux bacheliers. ",quels sont les objectifs principaux de l'ifoad 
Historique,quelles sont sont objectifs principaux ifoad,"1.Développement et diversification de l'offre de formation de l'UTS : L'IFOAD a permis d'élargir les possibilités de formation à distance.
 2. Accroissement de l'autofinancement de l'UTS : Le modèle de l'IFOAD devait contribuer à augmenter les ressources financières de l'université.
 3. Augmentation de la capacité d'accueil : En proposant des formations en ligne, l'IFOAD a aidé à accueillir davantage de nouveaux bacheliers. ",quels sont les objectifs principaux de l'ifoad 
Historique,quelles sont les sont objectifs principaux ifoad,"1.Développement et diversification de l'offre de formation de l'UTS : L'IFOAD a permis d'élargir les possibilités de formation à distance.
 2. Accroissement de l'autofinancement de l'UTS : Le modèle de l'IFOAD devait contribuer à augmenter les ressources financières de l'université.
 3. Augmentation de la capacité d'accueil : En proposant des formations en ligne, l'IFOAD a aidé à accueillir davantage de nouveaux bacheliers. ",quels sont les objectifs principaux de l'ifoad 
Historique,liste sont objectifs principaux ifoad,"1.Développement et diversification de l'offre de formation de l'UTS : L'IFOAD a permis d'élargir les possibilités de formation à distance.
 2. Accroissement de l'autofinancement de l'UTS : Le modèle de l'IFOAD devait contribuer à augmenter les ressources financières de l'université.
 3. Augmentation de la capacité d'accueil : En proposant des formations en ligne, l'IFOAD a aidé à accueillir davantage de nouveaux bacheliers. ",quels sont les objectifs principaux de l'ifoad 
Historique,énumère les sont objectifs principaux ifoad,"1.Développement et diversification de l'offre de formation de l'UTS : L'IFOAD a permis d'élargir les possibilités de formation à distance.
 2. Accroissement de l'autofinancement de l'UTS : Le modèle de l'IFOAD devait contribuer à augmenter les ressources financières de l'université.
 3. Augmentation de la capacité d'accueil : En proposant des formations en ligne, l'IFOAD a aidé à accueillir davantage de nouveaux bacheliers. ",quels sont les objectifs principaux de l'ifoad 
Historique,quels sont objectifs principaux ifoad?,"1.Développement et diversification de l'offre de formation de l'UTS : L'IFOAD a permis d'élargir les possibilités de formation à distance.
 2. Accroissement de l'autofinancement de l'UTS : Le modèle de l'IFOAD devait contribuer à augmenter les ressources financières de l'université.
 3. Augmentation de la capacité d'accueil : En proposant des formations en ligne, l'IFOAD a aidé à accueillir davantage de nouveaux bacheliers. ",quels sont les objectifs principaux de l'ifoad 
Historique,savoir quels sont objectifs principaux ifoad,"1.Développement et diversification de l'offre de formation de l'UTS : L'IFOAD a permis d'élargir les possibilités de formation à distance.
 2. Accroissement de l'autofinancement de l'UTS : Le modèle de l'IFOAD devait contribuer à augmenter les ressources financières de l'université.
 3. Augmentation de la capacité d'accueil : En proposant des formations en ligne, l'IFOAD a aidé à accueillir davantage de nouveaux bacheliers. ",quels sont les objectifs principaux de l'ifoad 
Historique,quels sont objectifs principaux ifoad,"1.Développement et diversification de l'offre de formation de l'UTS : L'IFOAD a permis d'élargir les possibilités de formation à distance.
 2. Accroissement de l'autofinancement de l'UTS : Le modèle de l'IFOAD devait contribuer à augmenter les ressources financières de l'université.
 3. Augmentation de la capacité d'accueil : En proposant des formations en ligne, l'IFOAD a aidé à accueillir davantage de nouveaux bacheliers. ",quels sont les objectifs principaux de l'ifoad 
Historique,liste des sont objectifs principaux ifoad,"1.Développement et diversification de l'offre de formation de l'UTS : L'IFOAD a permis d'élargir les possibilités de formation à distance.
 2. Accroissement de l'autofinancement de l'UTS : Le modèle de l'IFOAD devait contribuer à augmenter les ressources financières de l'université.
 3. Augmentation de la capacité d'accueil : En proposant des formations en ligne, l'IFOAD a aidé à accueillir davantage de nouveaux bacheliers. ",quels sont les objectifs principaux de l'ifoad 
Historique,j'aimerais connaître quels sont objectifs principaux ifoad,"1.Développement et diversification de l'offre de formation de l'UTS : L'IFOAD a permis d'élargir les possibilités de formation à distance.
 2. Accroissement de l'autofinancement de l'UTS : Le modèle de l'IFOAD devait contribuer à augmenter les ressources financières de l'université.
 3. Augmentation de la capacité d'accueil : En proposant des formations en ligne, l'IFOAD a aidé à accueillir davantage de nouveaux bacheliers. ",quels sont les objectifs principaux de l'ifoad 
Historique,quelles sont objectifs principaux ifoad,"1.Développement et diversification de l'offre de formation de l'UTS : L'IFOAD a permis d'élargir les possibilités de formation à distance.
 2. Accroissement de l'autofinancement de l'UTS : Le modèle de l'IFOAD devait contribuer à augmenter les ressources financières de l'université.
 3. Augmentation de la capacité d'accueil : En proposant des formations en ligne, l'IFOAD a aidé à accueillir davantage de nouveaux bacheliers. ",quels sont les objectifs principaux de l'ifoad 
Historique,donne moi sont objectifs principaux ifoad,"1.Développement et diversification de l'offre de formation de l'UTS : L'IFOAD a permis d'élargir les possibilités de formation à distance.
 2. Accroissement de l'autofinancement de l'UTS : Le modèle de l'IFOAD devait contribuer à augmenter les ressources financières de l'université.
 3. Augmentation de la capacité d'accueil : En proposant des formations en ligne, l'IFOAD a aidé à accueillir davantage de nouveaux bacheliers. ",quels sont les objectifs principaux de l'ifoad 
Historique,deroulée mise oeuvre,"La mise en oeuvre a commencer par les Technologies de l'information et de la communication (TIC) : L'UTS a encouragé l'utilisation des TIC dans l'enseignement dès sa création, ce qui a conduit au développement de plateformes comme celles de l'Agence universitaire de la Francophonie (AUF). 
 ensuite par Expériences d'enseignants : Les initiatives et le travail des enseignants ont été soutenus par l'université pour aboutir à la création de formations sur ces plateformes à partir de 2010. 
 et la Formation continue : L'IFOAD fonctionne comme une interface entre le savoir académique et le savoir-faire professionnel, proposant des formations à distance continues. ",comment s'est deroulée la mise en oeuvre
Historique,je veux savoir deroulée mise oeuvre,"La mise en oeuvre a commencer par les Technologies de l'information et de la communication (TIC) : L'UTS a encouragé l'utilisation des TIC dans l'enseignement dès sa création, ce qui a conduit au développement de plateformes comme celles de l'Agence universitaire de la Francophonie (AUF). 
 ensuite par Expériences d'enseignants : Les initiatives et le travail des enseignants ont été soutenus par l'université pour aboutir à la création de formations sur ces plateformes à partir de 2010. 
 et la Formation continue : L'IFOAD fonctionne comme une interface entre le savoir académique et le savoir-faire professionnel, proposant des formations à distance continues. ",comment s'est deroulée la mise en oeuvre
Historique,savoir deroulée mise oeuvre,"La mise en oeuvre a commencer par les Technologies de l'information et de la communication (TIC) : L'UTS a encouragé l'utilisation des TIC dans l'enseignement dès sa création, ce qui a conduit au développement de plateformes comme celles de l'Agence universitaire de la Francophonie (AUF). 
 ensuite par Expériences d'enseignants : Les initiatives et le travail des enseignants ont été soutenus par l'université pour aboutir à la création de formations sur ces plateformes à partir de 2010. 
 et la Formation continue : L'IFOAD fonctionne comme une interface entre le savoir académique et le savoir-faire professionnel, proposant des formations à distance continues. ",comment s'est deroulée la mise en oeuvre
Historique,deroulée mise oeuvre?,"La mise en oeuvre a commencer par les Technologies de l'information et de la communication (TIC) : L'UTS a encouragé l'utilisation des TIC dans l'enseignement dès sa création, ce qui a conduit au développement de plateformes comme celles de l'Agence universitaire de la Francophonie (AUF). 
 ensuite par Expériences d'enseignants : Les initiatives et le travail des enseignants ont été soutenus par l'université pour aboutir à la création de formations sur ces plateformes à partir de 2010. 
 et la Formation continue : L'IFOAD fonctionne comme une interface entre le savoir académique et le savoir-faire professionnel, proposant des formations à distance continues. ",comment s'est deroulée la mise en oeuvre
Historique,j'aimerais connaître deroulée mise oeuvre,"La mise en oeuvre a commencer par les Technologies de l'information et de la communication (TIC) : L'UTS a encouragé l'utilisation des TIC dans l'enseignement dès sa création, ce qui a conduit au développement de plateformes comme celles de l'Agence universitaire de la Francophonie (AUF). 
 ensuite par Expériences d'enseignants : Les initiatives et le travail des enseignants ont été soutenus par l'université pour aboutir à la création de formations sur ces plateformes à partir de 2010. 
 et la Formation continue : L'IFOAD fonctionne comme une interface entre le savoir académique et le savoir-faire professionnel, proposant des formations à distance continues. ",comment s'est deroulée la mise en oeuvre
Historique,deroulée mise oeuvre !,"La mise en oeuvre a commencer par les Technologies de l'information et de la communication (TIC) : L'UTS a encouragé l'utilisation des TIC dans l'enseignement dès sa création, ce qui a conduit au développement de plateformes comme celles de l'Agence universitaire de la Francophonie (AUF). 
 ensuite par Expériences d'enseignants : Les initiatives et le travail des enseignants ont été soutenus par l'université pour aboutir à la création de formations sur ces plateformes à partir de 2010. 
 et la Formation continue : L'IFOAD fonctionne comme une interface entre le savoir académique et le savoir-faire professionnel, proposant des formations à distance continues. ",comment s'est deroulée la mise en oeuvre
Historique,fondé ifoad,"L'IFOAD a été initié par l'Université Thomas Sankara (anciennement Université Ouaga II) dans le cadre de son plan stratégique, avec le soutien actif d'enseignants passionnés par les technologies éducatives depuis 2010.",qui a fondé l'ifoad
Historique,je veux savoir fondé ifoad,"L'IFOAD a été initié par l'Université Thomas Sankara (anciennement Université Ouaga II) dans le cadre de son plan stratégique, avec le soutien actif d'enseignants passionnés par les technologies éducatives depuis 2010.",qui a fondé l'ifoad
Historique,fondé ifoad?,"L'IFOAD a été initié par l'Université Thomas Sankara (anciennement Université Ouaga II) dans le cadre de son plan stratégique, avec le soutien actif d'enseignants passionnés par les technologies éducatives depuis 2010.",qui a fondé l'ifoad
Historique,savoir fondé ifoad,"L'IFOAD a été initié par l'Université Thomas Sankara (anciennement Université Ouaga II) dans le cadre de son plan stratégique, avec le soutien actif d'enseignants passionnés par les technologies éducatives depuis 2010.",qui a fondé l'ifoad
Historique,j'aimerais connaître fondé ifoad,"L'IFOAD a été initié par l'Université Thomas Sankara (anciennement Université Ouaga II) dans le cadre de son plan stratégique, avec le soutien actif d'enseignants passionnés par les technologies éducatives depuis 2010.",qui a fondé l'ifoad
Historique,fondé ifoad !,"L'IFOAD a été initié par l'Université Thomas Sankara (anciennement Université Ouaga II) dans le cadre de son plan stratégique, avec le soutien actif d'enseignants passionnés par les technologies éducatives depuis 2010.",qui a fondé l'ifoad
Historique,je veux savoir évolution ifoad fil années,"Depuis 2010, l'IFOAD est passé de quelques formations pilotes à un catalogue complet de formations diplômantes et certifiantes, en constante évolution pour répondre aux besoins du marché.",évolution de l'ifoad au fil des années
Historique,évolution ifoad fil années,"Depuis 2010, l'IFOAD est passé de quelques formations pilotes à un catalogue complet de formations diplômantes et certifiantes, en constante évolution pour répondre aux besoins du marché.",évolution de l'ifoad au fil des années
Historique,j'aimerais connaître évolution ifoad fil années,"Depuis 2010, l'IFOAD est passé de quelques formations pilotes à un catalogue complet de formations diplômantes et certifiantes, en constante évolution pour répondre aux besoins du marché.",évolution de l'ifoad au fil des années
Historique,évolution ifoad fil années !,"Depuis 2010, l'IFOAD est passé de quelques formations pilotes à un catalogue complet de formations diplômantes et certifiantes, en constante évolution pour répondre aux besoins du marché.",évolution de l'ifoad au fil des années
Historique,savoir évolution ifoad fil années,"Depuis 2010, l'IFOAD est passé de quelques formations pilotes à un catalogue complet de formations diplômantes et certifiantes, en constante évolution pour répondre aux besoins du marché.",évolution de l'ifoad au fil des années
Historique,évolution ifoad fil années?,"Depuis 2010, l'IFOAD est passé de quelques formations pilotes à un catalogue complet de formations diplômantes et certifiantes, en constante évolution pour répondre aux besoins du marché.",évolution de l'ifoad au fil des années
Historique,partenaires ifoad?,L'IFOAD collabore avec l'Agence Universitaire de la Francophonie (AUF) et d'autres institutions pour enrichir son offre de formation et ses plateformes technologiques.,partenaires de l'ifoad
Historique,j'aimerais connaître partenaires ifoad,L'IFOAD collabore avec l'Agence Universitaire de la Francophonie (AUF) et d'autres institutions pour enrichir son offre de formation et ses plateformes technologiques.,partenaires de l'ifoad
Historique,savoir partenaires ifoad,L'IFOAD collabore avec l'Agence Universitaire de la Francophonie (AUF) et d'autres institutions pour enrichir son offre de formation et ses plateformes technologiques.,partenaires de l'ifoad
Historique,partenaires ifoad,L'IFOAD collabore avec l'Agence Universitaire de la Francophonie (AUF) et d'autres institutions pour enrichir son offre de formation et ses plateformes technologiques.,partenaires de l'ifoad
Historique,partenaires ifoad !,L'IFOAD collabore avec l'Agence Universitaire de la Francophonie (AUF) et d'autres institutions pour enrichir son offre de formation et ses plateformes technologiques.,partenaires de l'ifoad
Historique,je veux savoir partenaires ifoad,L'IFOAD collabore avec l'Agence Universitaire de la Francophonie (AUF) et d'autres institutions pour enrichir son offre de formation et ses plateformes technologiques.,partenaires de l'ifoad
international,acceptez vous étudiants internationaux,"Oui, nous accueillons des étudiants du monde entier. Tous les cours sont dispensés en français. Un test de niveau de français (TCF, DELF) peut être requis pour les non-francophones.",acceptez vous les étudiants internationaux
international,acceptez vous étudiants internationaux !,"Oui, nous accueillons des étudiants du monde entier. Tous les cours sont dispensés en français. Un test de niveau de français (TCF, DELF) peut être requis pour les non-francophones.",acceptez vous les étudiants internationaux
international,j'aimerais connaître acceptez vous étudiants internationaux,"Oui, nous accueillons des étudiants du monde entier. Tous les cours sont dispensés en français. Un test de niveau de français (TCF, DELF) peut être requis pour les non-francophones.",acceptez vous les étudiants internationaux
international,je veux savoir acceptez vous étudiants internationaux,"Oui, nous accueillons des étudiants du monde entier. Tous les cours sont dispensés en français. Un test de niveau de français (TCF, DELF) peut être requis pour les non-francophones.",acceptez vous les étudiants internationaux
international,acceptez vous étudiants internationaux?,"Oui, nous accueillons des étudiants du monde entier. Tous les cours sont dispensés en français. Un test de niveau de français (TCF, DELF) peut être requis pour les non-francophones.",acceptez vous les étudiants internationaux
international,savoir acceptez vous étudiants internationaux,"Oui, nous accueillons des étudiants du monde entier. Tous les cours sont dispensés en français. Un test de niveau de français (TCF, DELF) peut être requis pour les non-francophones.",acceptez vous les étudiants internationaux
international,j'aimerais connaître étudiants étrangers,"Les étudiants internationaux doivent fournir en plus :
- Passeport valide
- Visa étudiant si nécessaire
- Traduction certifiée des diplômes
- Attestation de niveau de français",étudiants étrangers
international,étudiants étrangers?,"Les étudiants internationaux doivent fournir en plus :
- Passeport valide
- Visa étudiant si nécessaire
- Traduction certifiée des diplômes
- Attestation de niveau de français",étudiants étrangers
international,étudiants étrangers !,"Les étudiants internationaux doivent fournir en plus :
- Passeport valide
- Visa étudiant si nécessaire
- Traduction certifiée des diplômes
- Attestation de niveau de français",étudiants étrangers
international,étudiants étrangers,"Les étudiants internationaux doivent fournir en plus :
- Passeport valide
- Visa étudiant si nécessaire
- Traduction certifiée des diplômes
- Attestation de niveau de français",étudiants étrangers
international,savoir étudiants étrangers,"Les étudiants internationaux doivent fournir en plus :
- Passeport valide
- Visa étudiant si nécessaire
- Traduction certifiée des diplômes
- Attestation de niveau de français",étudiants étrangers
international,je veux savoir étudiants étrangers,"Les étudiants internationaux doivent fournir en plus :
- Passeport valide
- Visa étudiant si nécessaire
- Traduction certifiée des diplômes
- Attestation de niveau de français",étudiants étrangers
international,cours français?,"Oui, tous nos cours sont en français. Un niveau Bac est recommandé pour suivre dans de bonnes conditions.",cours en français
international,cours français,"Oui, tous nos cours sont en français. Un niveau Bac est recommandé pour suivre dans de bonnes conditions.",cours en français
international,savoir cours français,"Oui, tous nos cours sont en français. Un niveau Bac est recommandé pour suivre dans de bonnes conditions.",cours en français
international,cours français !,"Oui, tous nos cours sont en français. Un niveau Bac est recommandé pour suivre dans de bonnes conditions.",cours en français
international,j'aimerais connaître cours français,"Oui, tous nos cours sont en français. Un niveau Bac est recommandé pour suivre dans de bonnes conditions.",cours en français
international,je veux savoir cours français,"Oui, tous nos cours sont en français. Un niveau Bac est recommandé pour suivre dans de bonnes conditions.",cours en français
international,reconnaissance diplômes international !,Nos diplômes sont reconnus dans l'espace UEMOA et font l'objet de conventions de reconnaissance avec plusieurs pays.,reconnaissance des diplômes à l'international
international,reconnaissance diplômes international,Nos diplômes sont reconnus dans l'espace UEMOA et font l'objet de conventions de reconnaissance avec plusieurs pays.,reconnaissance des diplômes à l'international
international,je veux savoir reconnaissance diplômes international,Nos diplômes sont reconnus dans l'espace UEMOA et font l'objet de conventions de reconnaissance avec plusieurs pays.,reconnaissance des diplômes à l'international
international,j'aimerais connaître reconnaissance diplômes international,Nos diplômes sont reconnus dans l'espace UEMOA et font l'objet de conventions de reconnaissance avec plusieurs pays.,reconnaissance des diplômes à l'international
international,reconnaissance diplômes international?,Nos diplômes sont reconnus dans l'espace UEMOA et font l'objet de conventions de reconnaissance avec plusieurs pays.,reconnaissance des diplômes à l'international
international,savoir reconnaissance diplômes international,Nos diplômes sont reconnus dans l'espace UEMOA et font l'objet de conventions de reconnaissance avec plusieurs pays.,reconnaissance des diplômes à l'international
international,partenariats internationaux?,Nous développons des partenariats avec des universités européennes et africaines pour des échanges et doubles diplômes.,partenariats internationaux
international,partenariats internationaux !,Nous développons des partenariats avec des universités européennes et africaines pour des échanges et doubles diplômes.,partenariats internationaux
international,savoir partenariats internationaux,Nous développons des partenariats avec des universités européennes et africaines pour des échanges et doubles diplômes.,partenariats internationaux
international,je veux savoir partenariats internationaux,Nous développons des partenariats avec des universités européennes et africaines pour des échanges et doubles diplômes.,partenariats internationaux
international,j'aimerais connaître partenariats internationaux,Nous développons des partenariats avec des universités européennes et africaines pour des échanges et doubles diplômes.,partenariats internationaux
international,partenariats internationaux,Nous développons des partenariats avec des universités européennes et africaines pour des échanges et doubles diplômes.,partenariats internationaux
international,je veux savoir équivalence diplômes,Service d'équivalence disponible pour les étudiants titulaires de diplômes étrangers.,équivalence des diplômes
international,équivalence diplômes !,Service d'équivalence disponible pour les étudiants titulaires de diplômes étrangers.,équivalence des diplômes
international,j'aimerais connaître équivalence diplômes,Service d'équivalence disponible pour les étudiants titulaires de diplômes étrangers.,équivalence des diplômes
international,équivalence diplômes,Service d'équivalence disponible pour les étudiants titulaires de diplômes étrangers.,équivalence des diplômes
international,équivalence diplômes?,Service d'équivalence disponible pour les étudiants titulaires de diplômes étrangers.,équivalence des diplômes
international,savoir équivalence diplômes,Service d'équivalence disponible pour les étudiants titulaires de diplômes étrangers.,équivalence des diplômes
débouchés_professionnels,débouchés après licence informatique,"Développeur web/mobile, administrateur systèmes et réseaux, analyste programmeur, technicien informatique.",débouchés après la licence informatique
débouchés_professionnels,je veux savoir débouchés après licence informatique,"Développeur web/mobile, administrateur systèmes et réseaux, analyste programmeur, technicien informatique.",débouchés après la licence informatique
débouchés_professionnels,savoir débouchés après licence informatique,"Développeur web/mobile, administrateur systèmes et réseaux, analyste programmeur, technicien informatique.",débouchés après la licence informatique
débouchés_professionnels,débouchés après licence informatique?,"Développeur web/mobile, administrateur systèmes et réseaux, analyste programmeur, technicien informatique.",débouchés après la licence informatique
débouchés_professionnels,j'aimerais connaître débouchés après licence informatique,"Développeur web/mobile, administrateur systèmes et réseaux, analyste programmeur, technicien informatique.",débouchés après la licence informatique
débouchés_professionnels,débouchés après licence informatique !,"Développeur web/mobile, administrateur systèmes et réseaux, analyste programmeur, technicien informatique.",débouchés après la licence informatique
débouchés_professionnels,j'aimerais connaître débouchés après master data science,"Data scientist, data analyst, consultant en intelligence artificielle, chef de projet data.",débouchés après le master data science
débouchés_professionnels,je veux savoir débouchés après master data science,"Data scientist, data analyst, consultant en intelligence artificielle, chef de projet data.",débouchés après le master data science
débouchés_professionnels,débouchés après master data science !,"Data scientist, data analyst, consultant en intelligence artificielle, chef de projet data.",débouchés après le master data science
débouchés_professionnels,débouchés après master data science?,"Data scientist, data analyst, consultant en intelligence artificielle, chef de projet data.",débouchés après le master data science
débouchés_professionnels,débouchés après master data science,"Data scientist, data analyst, consultant en intelligence artificielle, chef de projet data.",débouchés après le master data science
débouchés_professionnels,savoir débouchés après master data science,"Data scientist, data analyst, consultant en intelligence artificielle, chef de projet data.",débouchés après le master data science
débouchés_professionnels,savoir débouchés formations courtes,"Spécialiste en cybersécurité, community manager, développeur fullstack, analyste Power BI.",débouchés formations courtes
débouchés_professionnels,débouchés formations courtes,"Spécialiste en cybersécurité, community manager, développeur fullstack, analyste Power BI.",débouchés formations courtes
débouchés_professionnels,j'aimerais connaître débouchés formations courtes,"Spécialiste en cybersécurité, community manager, développeur fullstack, analyste Power BI.",débouchés formations courtes
débouchés_professionnels,débouchés formations courtes !,"Spécialiste en cybersécurité, community manager, développeur fullstack, analyste Power BI.",débouchés formations courtes
débouchés_professionnels,je veux savoir débouchés formations courtes,"Spécialiste en cybersécurité, community manager, développeur fullstack, analyste Power BI.",débouchés formations courtes
débouchés_professionnels,débouchés formations courtes?,"Spécialiste en cybersécurité, community manager, développeur fullstack, analyste Power BI.",débouchés formations courtes
débouchés_professionnels,taux insertion professionnelle,85% de nos diplômés trouvent un emploi dans les 6 mois suivant l'obtention de leur diplôme.,taux d'insertion professionnelle
débouchés_professionnels,savoir taux insertion professionnelle,85% de nos diplômés trouvent un emploi dans les 6 mois suivant l'obtention de leur diplôme.,taux d'insertion professionnelle
débouchés_professionnels,je veux savoir taux insertion professionnelle,85% de nos diplômés trouvent un emploi dans les 6 mois suivant l'obtention de leur diplôme.,taux d'insertion professionnelle
débouchés_professionnels,taux insertion professionnelle !,85% de nos diplômés trouvent un emploi dans les 6 mois suivant l'obtention de leur diplôme.,taux d'insertion professionnelle
débouchés_professionnels,taux insertion professionnelle?,85% de nos diplômés trouvent un emploi dans les 6 mois suivant l'obtention de leur diplôme.,taux d'insertion professionnelle
débouchés_professionnels,j'aimerais connaître taux insertion professionnelle,85% de nos diplômés trouvent un emploi dans les 6 mois suivant l'obtention de leur diplôme.,taux d'insertion professionnelle
débouchés_professionnels,entreprises partenaires,Nous collaborons avec des entreprises locales et internationales pour les stages et l'insertion professionnelle.,entreprises partenaires
débouchés_professionnels,je veux savoir entreprises partenaires,Nous collaborons avec des entreprises locales et internationales pour les stages et l'insertion professionnelle.,entreprises partenaires
débouchés_professionnels,entreprises partenaires !,Nous collaborons avec des entreprises locales et internationales pour les stages et l'insertion professionnelle.,entreprises partenaires
débouchés_professionnels,j'aimerais connaître entreprises partenaires,Nous collaborons avec des entreprises locales et internationales pour les stages et l'insertion professionnelle.,entreprises partenaires
débouchés_professionnels,entreprises partenaires?,Nous collaborons avec des entreprises locales et internationales pour les stages et l'insertion professionnelle.,entreprises partenaires
débouchés_professionnels,savoir entreprises partenaires,Nous collaborons avec des entreprises locales et internationales pour les stages et l'insertion professionnelle.,entreprises partenaires
débouchés_professionnels,je veux savoir service carrière,"Accompagnement personnalisé pour la rédaction de CV, préparation aux entretiens et recherche d'emploi.",service carrière
débouchés_professionnels,j'aimerais connaître service carrière,"Accompagnement personnalisé pour la rédaction de CV, préparation aux entretiens et recherche d'emploi.",service carrière
débouchés_professionnels,service carrière?,"Accompagnement personnalisé pour la rédaction de CV, préparation aux entretiens et recherche d'emploi.",service carrière
débouchés_professionnels,service carrière !,"Accompagnement personnalisé pour la rédaction de CV, préparation aux entretiens et recherche d'emploi.",service carrière
débouchés_professionnels,savoir service carrière,"Accompagnement personnalisé pour la rédaction de CV, préparation aux entretiens et recherche d'emploi.",service carrière
débouchés_professionnels,service carrière,"Accompagnement personnalisé pour la rédaction de CV, préparation aux entretiens et recherche d'emploi.",service carrière
informations_generales,j'aimerais connaître ifoad ujkz,"IFOAD-UJKZ est un Institut de Formation Ouverte et à Distance, rattaché à l'Université Joseph Ki-Zerbo, spécialisé dans les domaines de l'informatique, du management et du digital. Nous offrons des formations diplômantes adaptées aux besoins du marché.",qu'est ce que ifoad ujkz
informations_generales,je veux savoir ifoad ujkz,"IFOAD-UJKZ est un Institut de Formation Ouverte et à Distance, rattaché à l'Université Joseph Ki-Zerbo, spécialisé dans les domaines de l'informatique, du management et du digital. Nous offrons des formations diplômantes adaptées aux besoins du marché.",qu'est ce que ifoad ujkz
informations_generales,savoir ifoad ujkz,"IFOAD-UJKZ est un Institut de Formation Ouverte et à Distance, rattaché à l'Université Joseph Ki-Zerbo, spécialisé dans les domaines de l'informatique, du management et du digital. Nous offrons des formations diplômantes adaptées aux besoins du marché.",qu'est ce que ifoad ujkz
informations_generales,ifoad ujkz,"IFOAD-UJKZ est un Institut de Formation Ouverte et à Distance, rattaché à l'Université Joseph Ki-Zerbo, spécialisé dans les domaines de l'informatique, du management et du digital. Nous offrons des formations diplômantes adaptées aux besoins du marché.",qu'est ce que ifoad ujkz
informations_generales,ifoad ujkz !,"IFOAD-UJKZ est un Institut de Formation Ouverte et à Distance, rattaché à l'Université Joseph Ki-Zerbo, spécialisé dans les domaines de l'informatique, du management et du digital. Nous offrons des formations diplômantes adaptées aux besoins du marché.",qu'est ce que ifoad ujkz
informations_generales,ifoad ujkz?,"IFOAD-UJKZ est un Institut de Formation Ouverte et à Distance, rattaché à l'Université Joseph Ki-Zerbo, spécialisé dans les domaines de l'informatique, du management et du digital. Nous offrons des formations diplômantes adaptées aux besoins du marché.",qu'est ce que ifoad ujkz
informations_generales,présentation ifoad ujkz,"Nous sommes un établissement d'enseignement supérieur public, spécialisé dans la formation à distance depuis 2010. Notre mission est de rendre l'éducation accessible à tous.",présentation ifoad ujkz
informations_generales,je veux savoir présentation ifoad ujkz,"Nous sommes un établissement d'enseignement supérieur public, spécialisé dans la formation à distance depuis 2010. Notre mission est de rendre l'éducation accessible à tous.",présentation ifoad ujkz
informations_generales,présentation ifoad ujkz?,"Nous sommes un établissement d'enseignement supérieur public, spécialisé dans la formation à distance depuis 2010. Notre mission est de rendre l'éducation accessible à tous.",présentation ifoad ujkz
informations_generales,présentation ifoad ujkz !,"Nous sommes un établissement d'enseignement supérieur public, spécialisé dans la formation à distance depuis 2010. Notre mission est de rendre l'éducation accessible à tous.",présentation ifoad ujkz
informations_generales,savoir présentation ifoad ujkz,"Nous sommes un établissement d'enseignement supérieur public, spécialisé dans la formation à distance depuis 2010. Notre mission est de rendre l'éducation accessible à tous.",présentation ifoad ujkz
informations_generales,j'aimerais connaître présentation ifoad ujkz,"Nous sommes un établissement d'enseignement supérieur public, spécialisé dans la formation à distance depuis 2010. Notre mission est de rendre l'éducation accessible à tous.",présentation ifoad ujkz
